establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,page_number,source,scraped_at
RAJALAKSHMI MULTISPECIALITY HOSPITAL A UNIT OF SAMMPRASA MEDCARE PVT LTD,Hospital (Level 1A),Allopathy,"NO.76-1-1, V.R.LAYOUT, SARAKKI MAIN ROAD, 1ST PHASE, J.P.NAGAR, BANGALORE-560078.",BANGALORE,BLU01592ALH1A,03 Mar 2026,9,KPME Karnataka Portal,2026-01-19T09:50:54.610641
Amba Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Kadle Beedi, Arsikere, Hassan District-573103",HASSAN,HSN00193AYCOC,13 Jun 2027,9,KPME Karnataka Portal,2026-01-19T09:50:54.674926
AMOGA DENTAL STUDIO,Clinic/Polyclinic Only Consultation,Allopathy,"#28,PRASHANTH LAYOUT MAIN ROAD,WHITEFIELD BANGALORE - 560066",BANGALORE,BLU01615ALCOC,04 Mar 2026,9,KPME Karnataka Portal,2026-01-19T09:50:54.771545
SRI GURU CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"BADAR COMPLEX,BAVIKATTE,GUJJADI,KUNDAPURA TALUK",,UDP00162ALCWD,24 Jun 2026,9,KPME Karnataka Portal,2026-01-19T09:50:54.841762
ARCHANA DIAGNOSTIC LABORATORY AND XRAY,Medical Diagnostic Laboratory,Allopathy,"COMMING ROAD, NEAR NEELAKANTESHWARA SWAMY TEMPLE, BIG VEGETABLE MARKET, BALLARI",BALLARI,BEL00342ALMDL,13 Jun 2027,9,KPME Karnataka Portal,2026-01-19T09:50:54.910647
HOPEWELL MULTISPECIALITY CLINIC,Clinic/Polyclinic with Observation,Allopathy,"S K MALPE, 2ND FLOOR, SY.NO 29/1, BELATHUR, KADUGODI POST, BANGALORE-560067",BANGALORE,BLU01571ALCWO,28 Feb 2026,9,KPME Karnataka Portal,2026-01-19T09:50:54.978720
HABEEB CLINIC,Clinic/Polyclinic Only Consultation,Unani,VISHAL NAGAR BEHIND RAILWAY STATION TARFILE KALABURAGI-585102,KALABURAGI,GLB00453UNCOC,06 Feb 2027,9,KPME Karnataka Portal,2026-01-19T09:50:55.068572
Sri Saikrupa Clinic,Clinic/Polyclinic Only Consultation,Allopathy,Near Nandan Medicals Hullahalli Road Nanjangud,,MYS00311ALCOC,10 Jan 2027,9,KPME Karnataka Portal,2026-01-19T09:50:55.172395
Durga Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Huliyar Road, Arsikere TQ, Hassan District-573103",HASSAN,HSN00111AYCOC,02 Feb 2027,9,KPME Karnataka Portal,2026-01-19T09:50:55.266873
RAJARAM CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"RAJARAM CLINIC, SHIMOGA ROAD, HARIHARA-577601",,DVG00273ALCOC,11 Mar 2027,9,KPME Karnataka Portal,2026-01-19T09:50:55.356348
ASPIRE HEALTH CARE,Hospital (Level 1A),Allopathy,"No.92, Mosque Road, Frazer Town, Bangalore - 560005",BANGALORE,BLU01616ALH1A,04 Mar 2026,9,KPME Karnataka Portal,2026-01-19T09:50:55.462441
Chethana Neuro Centre,Clinic/Polyclinic Only Consultation,Allopathy,Shankar mutt 1st cross,,HSN00072ALCOC,17 Oct 2026,9,KPME Karnataka Portal,2026-01-19T09:50:55.551137
SRI RAM CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"DOOR NO 11, SRIJA TOWERS, KOLACHALAM COMPOUND, BALLARI",BALLARI,BEL00266ALCOC,07 Sep 2026,9,KPME Karnataka Portal,2026-01-19T09:50:55.636914
FITTO CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 18, RANGA NIVAS, 15TH CROSS, 100 FEET RING ROAD, JP NAGAR 4TH PHASE, BANGALORE-560078",BANGALORE,BLU01572ALCOC,28 Feb 2026,9,KPME Karnataka Portal,2026-01-19T09:50:55.730325
RENE CARE HOSPITAL,Clinic/Polyclinic with Observation,Allopathy,"NO.413, 9TH MAIN ROAD, KALYAN NAGAR, BANGALORE-560043.",BANGALORE,BLU01574ALCWO,28 Feb 2026,9,KPME Karnataka Portal,2026-01-19T09:50:55.812810
ASHRAYA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"T G SATHYANARAYAN COMPLEX, BALAJI RAO ROAD, VADDARABANDRA, BALLARI",BALLARI,BEL00194ALCOC,28 May 2026,9,KPME Karnataka Portal,2026-01-19T09:50:55.890705
SRINIVASA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"OLD KACHERI STREET, BALLARI",BALLARI,BEL00513ALCOC,31 Jul 2028,9,KPME Karnataka Portal,2026-01-19T09:50:55.984182
SARATHY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO.520,8TH MAIN ROAD ,HMT LAYOUT 2ND BLOCK VIDYARANYAPURA BENGALURU",BENGALURU,BLU05717ALCOC,17 Oct 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.081037
HEALTH CARE CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,AT. POST. KANDAGOOL CROSS TQ.CHITTAPUR. DIST.KALABURAGI-585211,KALABURAGI,GLB01062AYCOC,16 May 2029,9,KPME Karnataka Portal,2026-01-19T09:50:56.148551
Medcycle Healthcare Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#236, 1st Main, 5th cross, Jnanabharathi 1st Block BDA Layout, RVCE Post",,BLU01676ALCOC,20 Mar 2026,9,KPME Karnataka Portal,2026-01-19T09:50:56.223853
Vasudevaclinic,Clinic/Polyclinic Only Consultation,Allopathy,"Govt. High School Road, Thirthahalli - 577432",,SMG00355ALCOC,24 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.300207
ZOYA POLY CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"#4, ELAHI KHUNITHANA MASJID COMPLEX, COWL BAZAAR, BALLARI DISTRICT 583102",BALLARI,BEL00429ALCWD,12 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.384585
Sri Vinayaka Polyclinic,Clinic/Polyclinic with Observation,Allopathy,Mysore Road M S Complex Nagamangala,MYSORE,MAN00267ALCWO,31 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.471716
Malnad Heart Care Centre,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Udayaravi Building, LLr Road, Durgigudi, Shimoga",,SMG00352ALCDS,24 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.546709
Shree Radha krishna Arogya Kendra,Clinic/Polyclinic with Observation,Allopathy,"Above lokmanya society , belgaum goa road , jamboti",BELGAUM,BLG00874ALCWO,02 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:56.613635
Shri Clinic Physiotherapy and Rehabilitation Centre,Allied Health Professional Centre,Allopathy,"Arkis Arcade, Tilaknagar, Beside TGMC Bank, Shimoga.",,SMG00356ALAHC,24 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.678262
Dr Aruna clinic,Clinic/Polyclinic Only Consultation,Allopathy,"IMMANUEL,Opp.Time Square,Kadri,Shivbagh,Mangaluru",,DKA01270ALCOC,26 Sep 2027,9,KPME Karnataka Portal,2026-01-19T09:50:56.758393
SREE THIRUMALA HOSPITAL,Hospital (Level 2),Allopathy,"SONTHA LINGANNA COLONY, GANDHI NAGAR, BALLARI",BALLARI,BEL00403ALHL2,17 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:56.821930
Cure and Care Clinic,Clinic/Polyclinic with Observation,Allopathy,"No.15/16, Chelekere Village, Near Royal Concorde School, Kalyan Nagar, Bengaluru-560043",BENGALURU,BLU04329ALCWO,05 Mar 2028,9,KPME Karnataka Portal,2026-01-19T09:50:56.889894
SRL LAB BYSTANDER,Medical Diagnostic Laboratory,Allopathy,"D.NO.15, FIRST FLOOR, ADONI TOWER, FALNIR ROAD, MANGALORE",MANGALORE,DKA01331ALMDL,07 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:56.955902
SHRI SIDDESHWAR CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"KAMAN KHAN BAZAR YADAVANNAVAR GALLI, VIJAYAPURA",VIJAYAPURA,BIJ00558AYCWD,01 Oct 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.028364
KHUSHI DIAGNOSTIC AND MULTISPECIALITY HOSPITAL,Hospital (Level 1B),Allopathy,"Near Taluka Hospital, Hubli Road, Mundgod. U.K District",HUBLI,UKA00282ALH1B,17 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:57.116191
VIRAJ GASTROENTEROLOGY AND ENDOSCOPY CENTRE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Dr N S THIMMARAJ NAYAKA MBBS M S GEN SURG, VIRAJ GASTROENTEROLOGY AND ENDOSCOPY CENTRE, SRINIVASA COMPLEX, NEAR DISTRICT HOSPITAL, JOGIMATTI ROAD, C",,CTR00237ALCDS,13 Oct 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.178075
Adithya Clinic,Clinic/Polyclinic with Observation,Allopathy,"#164, Anikethana, Near Anjaneya Temple, Nagavarapalya, CV Ramannagar, Bangalore-560093",BANGALORE,BLU04430ALCWO,30 Mar 2028,9,KPME Karnataka Portal,2026-01-19T09:50:57.204452
Punyakoti Health,Hospital (Level 2),Allopathy,"Behind Siddipriya Kalyana Mantapa, College Road, Amaravathi, Hospet.",,VIJ00068ALHL2,01 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.233787
ST THERESA S HOSPITAL,Hospital (Level 2),Allopathy,"No 1, 1st BLOCK RAJAJINAGAR, DR RAJKUMAR ROAD, OPP VIVEKANANDA COLLEGE, BENGALURU 560010",BENGALURU,BLU04589ALHL2,23 Apr 2028,9,KPME Karnataka Portal,2026-01-19T09:50:57.271457
GURUKRUPA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"BAZAR AREA, NELOGI, TQ. JEWARGI DIST.KALABURAGI-58510",KALABURAGI,GLB00635AYCOC,04 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.303136
Adarsh Nursing Home,Hospital (Level 1B),Allopathy,"Amar Layout Plot No, 5-1-80/2, Oppo Old DC Office Yadagir",,YDR00536ALH1B,06 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.393037
NANDI POLYCLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"8th Main, 8th Cross, P.J Extention, Davanagere",DAVANAGERE,DVG00705ALCWD,08 Mar 2029,9,KPME Karnataka Portal,2026-01-19T09:50:57.474579
UDAYA ENT CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"UDAYA ENT CLINIC Near K.E.B Colony, Opp to DC Bungalow, KSRTC Depo Road, Vapasandra, Chikballapura-562101",,CBR00344ALCWD,03 Sep 2028,9,KPME Karnataka Portal,2026-01-19T09:50:57.522717
Ashwini Health care,Clinic/Polyclinic with Observation,Allopathy,"2nd cross Bhramarambha layout, Behind Bhamarambha theatre, Chamarajanagar",,CNR00051ALCWO,15 Dec 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.552175
Aarya scans,Medical Diagnostic Laboratory,Allopathy,"no 87F,GROUND FLOOR, OPP CANTONMENT OUTPOST POLICE STATION, INFANTRY ROAD BELLARY",,BEL00404ALMDL,17 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.620208
KIDS CLINIC INDIA LIMITED CLOUDNINE CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Vishnave Arcade No. 79/3, Outer Ring Road, Bellandur, Bengaluru 560103",BENGALURU,BLU04178ALCDS,30 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:57.711015
GANESH CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"K S HUNDI, NANJANGUD TALUK, MYSURU DISTRICT",MYSURU,MYS00997HOCOC,21 Mar 2029,9,KPME Karnataka Portal,2026-01-19T09:50:57.792013
SHRI DANESHWARI HOSPITAL,Hospital (Level 2),Allopathy,BEHIND RELIANCE PETROL PUMP BANJARA CROSS SOLAPUR ROAD VIJAYAPUR,,BIJ00574ALHL2,01 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:57.879095
Rotary Bangalore Midtown Manjushree Charitable Dispensary,Clinic/Polyclinic with Dispensary,Allopathy,"Manjushree Ventures LLP, 143 C5 Bommasandra Industrial Area Hosur Road Bangalore 560099",BANGALORE,BLU04114ALCWD,12 Jan 2028,9,KPME Karnataka Portal,2026-01-19T09:50:57.942971
MALASA EYE CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"2877, BUS STAND CIRCLE CHAMUNDIPURAM, MYSORE",MYSORE,MYS00697ALCOC,01 Nov 2027,9,KPME Karnataka Portal,2026-01-19T09:50:58.051278
SINGARE CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,MUCHALAMB TQ HULSOOR DIST BIDAR,BIDAR,BDR00207AYCOC,12 Dec 2027,9,KPME Karnataka Portal,2026-01-19T09:50:58.157073
2,1,1 2 3 4 5 6 7 8 9 10 ...,3,,5,4,9,KPME Karnataka Portal,2026-01-19T09:50:58.218632
3,2,1,4,,6,5,9,KPME Karnataka Portal,2026-01-19T09:50:58.248883
SWARA CLINIC,Clinic/Polyclinic with Observation,Ayurveda,NEAR NARGUND SCAN CENTER SAVADATTI ROAD NARGUND,,GDG00098AYCWO,28 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:01.930245
vasavi clinic,Clinic/Polyclinic Only Consultation,Homeopathy,"582,opp to Basaveshwar Bank Medar galli Kerur",,BGK00815HOCOC,10 Jul 2029,10,KPME Karnataka Portal,2026-01-19T09:51:02.029201
SUN DIAGNOSTICS,Medical Diagnostic Laboratory,Allopathy,"Shop No. 22-23, B-Block, First Floor, Revankar Complex, Hubballi.",,DWR00444ALMDL,18 Apr 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.114121
Dr.Shyamsunder Hospital,Hospital (Level 1B),Allopathy,Near Ghandhi Chowk Raichur,RAICHUR,RCR00040ALH1B,16 Feb 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.202483
BEST MEDIC POLY CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"KEB CIRCLE, LAKSHMI VENKATESHWARA COMPLEX, OPP GANESH TEMPLE, MOKA ROAD, BALLARI",BALLARI,BEL00334ALCWD,13 Jun 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.285810
SHIVA KRUPA HEALTH CENTER,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#38/3. 2ND MAIN,9TH CROSS. P J EXTENSION . DAVANAGERE",DAVANAGERE,DVG00345ALCDS,28 Jun 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.363783
Vasavi Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"Channamma Circle, Bagalkote Road, Hunagund.",BAGALKOTE,BGK00368AYCWD,07 Jun 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.463491
SHASTRIS CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,YERMAL TENKA,,UDP00583AYCWD,01 Mar 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.541263
Mahalakshmi Manjappa Multispeciality Hospital and Research Centre,Hospital (Level 3)(Non-Teaching with Super Specialty Services),Allopathy,"Beside Gommatadri Hotel, Sampige Road, KR Puram, Hassan",HASSAN,HSN00203ALHL3,28 Jul 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.621721
GANGAMRUTA CHILDRENS HOSPITAL,Hospital (Level 2),Allopathy,DR. NAGANUR BUILDING NEAR VENKATESH HOSPITAL MAHALINGPUR,,BGK00371ALHL2,07 Jun 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.701113
USIRU HEALTHCARE CENTRE,Clinic/Polyclinic with Observation,Allopathy,"NO 79, ANJANAPURA LAST BUS STOP,VAJRAMUNI CIRCLE, OPP.TO DS MAX SAAVI APARTMENT, BANGALORE-560062",BANGALORE,BLU02932ALCWO,26 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.768710
AKASHDEEP NETRALAY ATHANI,Hospital (Level 2),Allopathy,DESHPANDE COMPLEX 2ND FLOOR OPP GOVT HOSPITAL ATHANI,,BLG00563ALHL2,30 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.812603
SRI DEVI CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,1st Floor Nekara Sawdha Bus-Stand KINNIGOLI,,DKA00765AYCWD,31 Mar 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.891036
SRI DEVI POLY CLINIC AND DIAGNOSTIC CENTER,Clinic/Polyclinic with Diagnostic Support,Allopathy,"K.No-1508/1106,Ujwal Coplex Beside IOB Bank, Kirugavalu, Malavalli Taluk Mandya District-571424",MANDYA,MAN00209ALCDS,08 Feb 2027,10,KPME Karnataka Portal,2026-01-19T09:51:02.971394
MANORAMA MATERNITY AND NURSING HOME,Hospital (Level 1A),Allopathy,"1349, SAMRAT ASHOK CHOWK, RAMLINGKIND GALLI, BELAGAVI 590001",BELAGAVI,BLG00736ALH1A,29 Jul 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.018769
UPADHYAYA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,NANDA COMPLEX SASTANA UDUPI,UDUPI,UDP00586AYCWD,01 Mar 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.060969
Anagha Diagnostics and Healthcare,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Anagha Enclave, Ground Floor, Pipeline road right side, 1st cross, Hoysalanagar, Sunkadakatte",,BLU02900ALCDS,20 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.101930
DR.JAYALAKSHMI AYER MEMORIAL CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 38. DEVI KRUPA, 12TH CROSS, WILSON GARDEN, BANGALORE-560027",BANGALORE,BLU02949ALCOC,26 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.167848
AROGYA KENDRA,Clinic/Polyclinic Only Consultation,Allopathy,"KALLUSADARAHALLI, KANAKATTE HOBLI, ARSIKERE",,HSN00314ALCOC,28 Apr 2028,10,KPME Karnataka Portal,2026-01-19T09:51:03.244929
SRI RAGHAVENDRA AYURVEDA MEDICAL COLLEGE AND HOSPITAL,Hospital (Level 4)(Teaching),Ayurveda,ANATHASEVASHRAMA TRUST CAMPUS MALLADIHALLI CHITRADURGA DIST,CHITRADURGA,CTR00168AYHL4,09 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.327578
Shree Raghavendra Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Mahadevapura, 2nd Cross, Near last Bus Stop, J.P Nagara, Mysore",MYSORE,MYS00543AYCOC,01 Jun 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.416353
SHREE KRISHNA DHAMA MEDICAL CONSULTATION CENTRE DIABETES CLINIC POLY CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"#28, Sri Krishna Dhama, Kanakapura Main Road, Basavanagudi, Bangalore-560004",BANGALORE,BLU03065ALCWD,24 Feb 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.461238
SRI SANKALP HOSPITAL EYE CARE CENTRE,Hospital (Level 2),Allopathy,"Deshmukh road, 1st Railway Gate, Tilakwadi, Belagavi",BELAGAVI,BLG00819ALHL2,04 Aug 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.493179
RELAX AYURVEDA CENTRE,AYUSH Therapy Centre,Ayurveda,"No.1627,Sai krupa, Ground floor, Near double tank, Salagame Road, Northern Extension, Hassan.",HASSAN,HSN00155AYATC,03 Jun 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.526070
THRUPTHI CONSULTATION CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"BEHIND MARUTHI MEDICALS JLB ROAD, HUNSURU, MYSORE DIST",MYSORE,MYS00496ALCOC,26 May 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.563912
CHINTAMANI HOSPITAL,Hospital (Level 1B),Allopathy,"MATERNITY NURSING HOME, ANAGOL ROAD, ANAGOL BELAGAVI",BELAGAVI,BLG01303ALH1B,06 Sep 2028,10,KPME Karnataka Portal,2026-01-19T09:51:03.616229
AADYA HOSPITAL SPECIALITY SURGICAL CENTRE,Hospital (Level 3)(Non-Teaching with Super Specialty Services),Allopathy,SCOUT CAMP ROAD NEAR RAILWAY STATION DODDABALLAPUR BANGALORE RURAL,BANGALORE,BLR00130ALHL3,08 Feb 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.685663
DHANAKA DIAGNOSTIC CENTER,Medical Diagnostic Laboratory,Allopathy,"OPP. NAVAGRAHA TEMPLE, NEAR KNS CIRCLE, KANAKAPURA. 562117",,RMG00072ALMDL,04 May 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.769526
LAKSHMI CLINIC,Clinic/Polyclinic with Dispensary,Homeopathy,"#5, 5th Main, Dattatreyanagar, Banashankari 3rd Stage, Bengaluru",BENGALURU,BLU03113HOCWD,04 Mar 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.858912
NAVJYOT CLINIC,Hospital (Level 2),Allopathy,CTS NO.138 139 1ST FLOOR SHREE VENKATESH COMPLEX SHAHPUR KHADE BAZAR BELAGAVI-590003,BELAGAVI,BLG00638ALHL2,07 Mar 2027,10,KPME Karnataka Portal,2026-01-19T09:51:03.948899
Aesthetica Veda A brand of Pure Aesthetics LLP,Clinic/Polyclinic with Observation,Allopathy,"No 222/220/A, Sadaramangala, Whitefield Road, KR Puram Hobli, Bangalore 560048",BANGALORE,BLU03654ALCWO,06 Sep 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.031782
MARIA CLINICAL LABORATORY,Medical Diagnostic Laboratory,Allopathy,"FIRST FLOOR, VIMAL COMPLEX, NEAR BUS STAND, SHIRVA, UDUPI -574116",UDUPI,UDP00904ALMDL,24 Nov 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.114210
Kedaar clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"MJ complex,NH-66,KOTA,udupi",UDUPI,UDP00663AYCWD,31 Mar 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.179598
SRINIVASA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO.156,KRISHNAPPA COMPOUND,5TH CROSS,MANGAMMANAPALYA ,BOMMANAHALLI,BANGAORE-560068,",,BLU02897ALCOC,18 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.256835
PRAKRUTI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"NEAR MALLIKARJUN ASHRAM, BLDE ROAD, VIJAYAPURA",VIJAYAPURA,BIJ00641AYCOC,20 Jan 2028,10,KPME Karnataka Portal,2026-01-19T09:51:04.308004
THE DENTAL AND PHYSIOTHERAPY STUDIO. Karmyog Life Sciences Pvt. Ltd.,Dental Lab or Clinic,Allopathy,"Akshay Chabbi Building, Next to Bank of Baroda, Akshay Park, Gokul Road, Hubballi.",,DWR00560ALDEN,22 Oct 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.335218
VIBHAVA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"VIBHAVA CLINIC, CHIKKAJAJURU 577523, HOLALKERE TALUK, CHITRADURGA DISTRICT",CHITRADURGA,CTR00135AYCOC,08 Sep 2026,10,KPME Karnataka Portal,2026-01-19T09:51:04.362600
SEVA HOSPITAL,Hospital (Level 2),Allopathy,BANASHANKARI KUNIGAL ROAD TUMAKURU - 572102,TUMAKURU,TMK00241ALHL2,26 Sep 2026,10,KPME Karnataka Portal,2026-01-19T09:51:04.417793
ASHIRVAD CLINICAL LABORATORY,Medical Diagnostic Laboratory,Allopathy,"PERSONAL COMPLEX, KATAPADY",,UDP00727ALMDL,19 May 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.509461
PADMABHUSHAN DR. M.C.MODI EYE HOSPITAL,Specialty / Super-Specialty Specific Hospital,Allopathy,"700/1, DR. M.C. MODI ROAD, MAHALAKSHMIPURAM, BANGALORE",BANGALORE,BLU04572ALSSH,20 Apr 2028,10,KPME Karnataka Portal,2026-01-19T09:51:04.592533
Amarjyothi Nursing Home and PMP Medical Centre,Hospital (Level 2),Allopathy,"No.491, Sripadmavathi, 1st Stage Indiranagara, Bengaluru-560038.",BENGALURU,BLU03035ALHL2,17 Feb 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.686784
Adarsh Health Care,Clinic/Polyclinic Only Consultation,Allopathy,"No. 36, Vasavi Road, V V Puram, Bengaluru- 560004",BENGALURU,BLU02945ALCOC,26 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:04.774179
Dr. Joshis Deerghayu Ayurvedic Hospital,Clinic/Polyclinic with Observation,Ayurveda,"No. 1002, Vijaya Enclave Apartments, Bilekahalli, Bannerghatta Road, BTM 4th Stage",,BLU02662AYCWO,28 Nov 2026,10,KPME Karnataka Portal,2026-01-19T09:51:04.854364
SHREE CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,CHOUDHARI KOOT RAVIWARPETH GOKAK,,BLG00471ALCOC,01 Nov 2026,10,KPME Karnataka Portal,2026-01-19T09:51:04.931813
KARANTH CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,KARANTH CLINIC UPPUNDA KUNDAPURA TALUK,,UDP00445ALCOC,28 Nov 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.035205
MATOSHREE ORTHO CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"Opp.Ashirwad Maternity And Childern Hospital, N.V. School To Public Garden Road, Sharan Nagar, Kalaburagi.",KALABURAGI,GLB00344ALCOC,10 Oct 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.109027
Dr. N. A. MOILY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"MARKET ROAD HEJMADI, UDUPI",UDUPI,UDP00429ALCOC,25 Nov 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.147502
JAI MARUTHI DIAGNOSTIC CENTRE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"SITE NO19, KHATHA NO 1339/01/19, VINAYAKA NAGAR, HESARAGHATTA BANGALORE-560088",BANGALORE,BLU02417ALCDS,24 Sep 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.189039
NAGESH MEMORIAL MATERNITY,Hospital (Level 2),Allopathy,H.NO 3-1025/A SIDDESHWAR NAGAR DARGA ROAD KALABURAGI,KALABURAGI,GLB00335ALHL2,27 Sep 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.236727
SPANDANA CLINICAL LABORATORY,Clinic/Polyclinic with Diagnostic Support,Allopathy,SPANDANA CLINICAL LABORATORY UPPUNDA KUNDAPURA TALUK,,UDP00521ALCDS,13 Jan 2027,10,KPME Karnataka Portal,2026-01-19T09:51:05.268439
SRI DEVI HOSPITAL,Hospital (Level 1A),Allopathy,"# 14, Maruthi Nagar, Nagarabhavi main road, Bangalore-560072",BANGALORE,BLU02489ALH1A,15 Oct 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.299915
LIFE LINE HOSPITAL,Hospital (Level 1A),Allopathy,CTS NO.401 GANDHI NAGAR HUKKERI TQ.HUKKERI DT.BELAGAVI-591309,BELAGAVI,BLG00772ALH1A,03 Aug 2027,10,KPME Karnataka Portal,2026-01-19T09:51:05.327271
TRINITY MULTISPECIALITY CLINIC,Clinic/Polyclinic with Observation,Allopathy,"NO 184/ 1 , ABOVE LENSKART , OPP MYHNA MAPLE APARTMENTS , VARTHUR MAIN ROAD , BANGALORE- 560087",BANGALORE,BLU02773ALCWO,20 Dec 2026,10,KPME Karnataka Portal,2026-01-19T09:51:05.391879
